,content,date,text,Length,sid_sentiment,finbert_label
11698,"['top', 'news', 'rais', 'billion', 'price']",20140916 1750040000,top news rais billion price,5,0.2023,0
11700,"['list', 'sept', 'pend']",20140916 1748130000,list sept pend,3,0.0,0
11701,"['list', 'sept', 'pend']",20140916 1748100000,list sept pend,3,0.0,0
11702,"['group', 'secretli', 'stand', 'reap', 'huge', 'baba']",20140916 1746470000,group secretli stand reap huge baba,6,0.3182,1
11703,"['avalanch', 'giant', 'swamp', 'market', 'massiv', 'market']",20140916 1746180000,avalanch giant swamp market massiv market,6,0.0,0
11704,"['avalanch', 'giant', 'swamp', 'market', 'massiv', 'market', 'new', 'stock']",20140916 1746130000,avalanch giant swamp market massiv market new stock,8,0.0,0
11705,"['avalanch', 'giant', 'swamp', 'market', 'massiv', 'market', 'new']",20140916 1746130000,avalanch giant swamp market massiv market new,7,0.0,0
11706,"['avalanch', 'giant', 'swamp', 'market', 'massiv', 'market', 'new']",20140916 1746110000,avalanch giant swamp market massiv market new,7,0.0,0
11707,['trade'],20140916 1746110000,trade,1,0.0,0
11708,"['trade', 'biggest', 'come', 'soon', 'baba', 'public']",20140916 1746100000,trade biggest come soon baba public,6,0.0,0
11709,"['need', 'know']",20140916 1746100000,need know,2,0.0,0
11710,"['avalanch', 'giant', 'swamp', 'market', 'massiv', 'market', 'new']",20140916 1746080000,avalanch giant swamp market massiv market new,7,0.0,0
11711,"['road', 'show']",20140916 1745530000,road show,2,0.0,0
11712,"['group', 'secretli', 'stand', 'reap', 'huge', 'baba']",20140916 1745390000,group secretli stand reap huge baba,6,0.3182,1
11713,"['mal', 'tu', 'en']",20140916 1745320000,mal tu en,3,0.0,0
11714,"['worri', 'consid', 'versu']",20140916 1745130000,worri consid versu,3,0.0,0
11715,"['unlik', 'repeat', 'valuat', 'doesnt', 'look', 'cheap']",20140916 1744240000,unlik repeat valuat doesnt look cheap,6,0.0,0
11716,"['worri', 'consid', 'versu']",20140916 1744130000,worri consid versu,3,0.0,0
11717,"['news', 'rais', 'billion', 'price']",20140916 1743490000,news rais billion price,4,0.0,0
11718,"['news', 'baba', 'effect', 'suppli', 'stock', 'set', 'swell', 'today']",20140916 1743380000,news baba effect suppli stock set swell today,8,0.0,0
11719,"['group', 'secretli', 'stand', 'reap', 'huge', 'baba']",20140916 1743080000,group secretli stand reap huge baba,6,0.3182,1
11720,"['group', 'secretli', 'stand', 'reap', 'huge', 'baba']",20140916 1743050000,group secretli stand reap huge baba,6,0.3182,1
11721,"['tech', 'stock', 'get', 'ahead', 'fortun']",20140916 1742140000,tech stock get ahead fortun,5,0.0,0
11722,"['list', 'sept', 'pend']",20140916 1741590000,list sept pend,3,0.0,0
11723,"['learn', 'fortun', 'learn']",20140916 1741490000,learn fortun learn,3,0.0,0
11724,['prof'],20140916 1740220000,prof,1,0.0,0
11725,"['avalanch', 'giant', 'swamp', 'market', 'today']",20140916 1740060000,avalanch giant swamp market today,5,0.0,0
11726,"['buy', 'know', 'main', 'compani', 'cayman', 'entiti', 'part', 'main', 'firm', 'baba']",20140916 1739220000,buy know main compani cayman entiti part main firm baba,10,0.0,0
11727,"['newsi', 'price', 'video', 'news', 'analysi']",20140916 1738210000,newsi price video news analysi,5,0.0,0
11728,"['list', 'sept', 'pend']",20140916 1738020000,list sept pend,3,0.0,0
11729,"['list', 'sept', 'pend', 'new', 'york']",20140916 1737140000,list sept pend new york,5,0.0,0
11730,"['list', 'sept', 'pend', 'new', 'york']",20140916 1737130000,list sept pend new york,5,0.0,0
11731,"['list', 'sept', 'pend', 'new', 'york']",20140916 1737130000,list sept pend new york,5,0.0,0
11732,"['list', 'sept', 'pend', 'new', 'york']",20140916 1737120000,list sept pend new york,5,0.0,0
11733,"['list', 'sept', 'pend', 'new', 'york']",20140916 1737120000,list sept pend new york,5,0.0,0
11734,"['bonanza', 'select', 'via']",20140916 1736570000,bonanza select via,3,0.0,0
11735,"['check', 'video', 'drive', 'tech']",20140916 1736370000,check video drive tech,4,0.0,0
11736,"['baba', 'effect', 'suppli', 'stock', 'set', 'swell', 'today']",20140916 1736210000,baba effect suppli stock set swell today,7,0.0,0
11737,"['open', 'offic', 'news']",20140916 1734490000,open offic news,3,0.0,0
11738,"['de', 'da', 'e']",20140916 1734210000,de da e,3,0.0,0
11739,"['de', 'da', 'e']",20140916 1734100000,de da e,3,0.0,0
11740,"['baba', 'effect', 'suppli', 'stock', 'set', 'swell', 'today']",20140916 1734050000,baba effect suppli stock set swell today,7,0.0,0
11741,"['da', 'da', 'de']",20140916 1733520000,da da de,3,0.0,0
11742,"['da', 'da', 'de']",20140916 1733520000,da da de,3,0.0,0
11743,"['da', 'da', 'de']",20140916 1733510000,da da de,3,0.0,0
11744,"['da', 'da', 'de']",20140916 1733510000,da da de,3,0.0,0
11745,"['da', 'da', 'de']",20140916 1733500000,da da de,3,0.0,0
11746,"['da', 'da', 'p']",20140916 1733500000,da da p,3,0.0,0
11747,"['da', 'da', 'de']",20140916 1733490000,da da de,3,0.0,0
11748,"['come', 'never', 'via']",20140916 1733290000,come never via,3,0.0,0
11749,"['list', 'sept', 'pend']",20140916 1733290000,list sept pend,3,0.0,0
11750,"['set', 'rais', 'rang', 'overwhelm', 'demand', 'via']",20140916 1733270000,set rais rang overwhelm demand via,6,-0.296,-1
11751,"['calm', 'storm', 'baba', 'monster', 'geopolit']",20140916 1733150000,calm storm baba monster geopolit,5,0.3182,0
11752,"['worri', 'consid', 'versu']",20140916 1733060000,worri consid versu,3,0.0,0
11753,"['worri', 'consid', 'versu']",20140916 1732100000,worri consid versu,3,0.0,0
11754,"['bonanza', 'select']",20140916 1732020000,bonanza select,2,0.0,0
11755,"['list', 'sept', 'pend']",20140916 1731360000,list sept pend,3,0.0,0
11756,"['biggest', 'ever', 'rais']",20140916 1731180000,biggest ever rais,3,0.0,0
11757,"['week', 'fed', 'announc', 'independ', 'vote', 'volatil', 'time', 'low', 'write']",20140916 1730320000,week fed announc independ vote volatil time low write,9,-0.2732,-1
11758,"['de', 'da']",20140916 1729070000,de da,2,0.0,0
11759,"['yet', 'alreadi', 'land', 'punch']",20140916 1729070000,yet alreadi land punch,4,0.0,0
11760,"['pois', 'make', 'histori']",20140916 1728210000,pois make histori,3,0.0,0
11761,"['de', 'da']",20140916 1727160000,de da,2,0.0,0
11762,"['week', 'bonanza', 'select', 'group', 'previous', 'undisclos', 'baba']",20140916 1726450000,week bonanza select group previous undisclos baba,7,0.0,0
11763,"['group', 'worst', 'class', 'rate', 'corpor', 'govern', 'ahead']",20140916 1726390000,group worst class rate corpor govern ahead,7,-0.6249,0
11764,"['offic', 'despit', 'current', 'strategi', 'wi']",20140916 1726210000,offic despit current strategi wi,5,0.0,0
11765,"['cant', 'wait', 'hope', 'stay', 'per', 'share']",20140916 1725550000,cant wait hope stay per share,6,-0.0531,0
11766,"['worri', 'consid', 'versu']",20140916 1725070000,worri consid versu,3,0.0,0
11767,"['list', 'sept', 'pend']",20140916 1725010000,list sept pend,3,0.0,0
11768,"['biggest', 'ever', 'rais']",20140916 1724350000,biggest ever rais,3,0.0,0
11769,"['consum', 'busi', 'talk', 'week', 'bigger']",20140916 1723570000,consum busi talk week bigger,5,0.0,0
11770,['news'],20140916 1722590000,news,1,0.0,0
11771,"['grow', 'middl', 'class', 'good', 'opportun', 'stock']",20140916 1722530000,grow middl class good opportun stock,6,0.4404,1
11772,"['improv', 'ahead', 'wall', 'street', 'journal']",20140916 1722460000,improv ahead wall street journal,5,0.0,0
11773,"['de', 'da']",20140916 1721180000,de da,2,0.0,0
11774,"['price', 'rang', 'us', 'share']",20140916 1721160000,price rang us share,4,0.296,0
11775,"['learn', 'fortun']",20140916 1721130000,learn fortun,2,0.0,0
11776,"['de', 'da', 'e']",20140916 1720520000,de da e,3,0.0,0
11777,"['de', 'da', 'e']",20140916 1720420000,de da e,3,0.0,0
11778,"['news', 'list', 'sept', 'pend', 'new', 'york']",20140916 1720370000,news list sept pend new york,6,0.0,0
11779,"['biggest', 'histori']",20140916 1720120000,biggest histori,2,0.0,0
11780,"['pois', 'make', 'histori']",20140916 1720070000,pois make histori,3,0.0,0
11781,"['open', 'offic']",20140916 1719460000,open offic,2,0.0,0
11782,"['worri', 'consid', 'versu']",20140916 1719440000,worri consid versu,3,0.0,0
11783,"['list', 'sept', 'pend']",20140916 1719400000,list sept pend,3,0.0,0
11784,"['baba', 'price', 'rang', 'seen', 'make', 'room', 'offer', 'roc']",20140916 1719050000,baba price rang seen make room offer roc,8,0.0,0
11785,"['learn', 'fortun', 'see']",20140916 1718550000,learn fortun see,3,0.0,0
11786,"['worri', 'consid', 'versu']",20140916 1718220000,worri consid versu,3,0.0,0
11787,"['price', 'rang', 'strong', 'demand']",20140916 1717300000,price rang strong demand,4,0.4215,1
11788,"['big', 'winner', 'communist', 'control']",20140916 1716550000,big winner communist control,4,0.5859,0
11789,"['avalanch', 'giant', 'swamp', 'market', 'chart', 'bespok', 'baba']",20140916 1716510000,avalanch giant swamp market chart bespok baba,7,0.0,0
11790,"['massiv', 'got', 'even', 'bigger', 'via', 'tech']",20140916 1715150000,massiv got even bigger via tech,6,0.0,1
11791,"['gon', 'na', 'crazi', 'goe']",20140916 1714190000,gon na crazi goe,4,0.0,0
11792,"['news', 'de', 'da']",20140916 1713320000,news de da,3,0.0,0
11793,"['news', 'de', 'da']",20140916 1713300000,news de da,3,0.0,0
11794,"['need', 'know', 'next', 'noon', 'biz', 'hour']",20140916 1713120000,need know next noon biz hour,6,0.0,0
11795,"['peel', 'futur', 'smart', 'home', 'remot']",20140916 1712510000,peel futur smart home remot,5,0.4019,0
11796,"['list', 'sept', 'pend', 'new', 'york']",20140916 1712260000,list sept pend new york,5,0.0,0
11797,"['list', 'sept', 'pend', 'new', 'york']",20140916 1712260000,list sept pend new york,5,0.0,0
11798,"['list', 'sept', 'pend', 'new', 'york']",20140916 1712260000,list sept pend new york,5,0.0,0
11799,"['list', 'sept', 'pend']",20140916 1712250000,list sept pend,3,0.0,0
11800,"['list', 'sept', 'pend']",20140916 1712150000,list sept pend,3,0.0,0
11801,"['list', 'sept', 'pend']",20140916 1712150000,list sept pend,3,0.0,0
11802,"['list', 'sept', 'pend']",20140916 1712150000,list sept pend,3,0.0,0
11803,"['top', 'stori', 'son', 'en', 'bours', 'de', 'tou', 'see']",20140916 1712120000,top stori son en bours de tou see,8,0.2023,0
11804,"['de', 'da']",20140916 1711440000,de da,2,0.0,0
11805,"['list', 'sept', 'pend', 'new', 'york']",20140916 1711340000,list sept pend new york,5,0.0,0
11806,['differ'],20140916 1711300000,differ,1,0.0,0
11807,"['updat', 'list', 'sept', 'pend']",20140916 1711040000,updat list sept pend,4,0.0,0
11808,"['investor', 'despit', 'wobbl', 'histori', 'stock']",20140916 1710560000,investor despit wobbl histori stock,5,0.0,0
11809,['china'],20140916 1710520000,china,1,0.0,0
11810,"['worri', 'consid', 'versu']",20140916 1710430000,worri consid versu,3,0.0,0
11811,"['financi', 'list', 'sept', 'pend', 'new', 'york', 'group']",20140916 1710390000,financi list sept pend new york group,7,0.0,0
11812,"['price', 'rang', 'strong', 'demand']",20140916 1710350000,price rang strong demand,4,0.4215,1
11813,"['much', 'stock', 'realli', 'worth', 'baba']",20140916 1710100000,much stock realli worth baba,5,0.2263,0
11814,"['de', 'da', 'e']",20140916 1709510000,de da e,3,0.0,0
11815,"['de', 'da', 'e']",20140916 1709490000,de da e,3,0.0,0
11816,"['de', 'da']",20140916 1709490000,de da,2,0.0,0
11817,"['de', 'da', 'g']",20140916 1709290000,de da g,3,0.0,0
11818,"['small', 'increas', 'price', 'puzzl', 'new', 'york', 'time']",20140916 1709270000,small increas price puzzl new york time,7,0.0,0
11819,['exactli'],20140916 1709170000,exactli,1,0.0,0
11820,"['de', 'da']",20140916 1709130000,de da,2,0.0,0
11821,"['de', 'da']",20140916 1709090000,de da,2,0.0,0
11822,"['de', 'da', 'e']",20140916 1708550000,de da e,3,0.0,0
11823,"['de', 'da', 'via']",20140916 1708500000,de da via,3,0.0,0
11824,"['ber', 'trade']",20140916 1708020000,ber trade,2,0.0,0
11825,"['ahead', 'blockbust', 'price', 'rang', 'share']",20140916 1708010000,ahead blockbust price rang share,5,0.296,0
11826,"['open', 'offic']",20140916 1708000000,open offic,2,0.0,0
11827,"['updat', 'list', 'sept', 'pend']",20140916 1707580000,updat list sept pend,4,0.0,0
11828,"['list', 'sept', 'pend', 'new', 'york', 'list']",20140916 1707430000,list sept pend new york list,6,0.0,0
11829,['price'],20140916 1707340000,price,1,0.0,0
11830,"['de', 'da', 'e']",20140916 1707230000,de da e,3,0.0,0
11831,"['de', 'da']",20140916 1707190000,de da,2,0.0,0
11832,"['share', 'price', 'rang', 'via', 'money', 'stock', 'yahoo']",20140916 1705370000,share price rang via money stock yahoo,7,0.296,0
11833,"['massiv', 'got', 'even', 'bigger']",20140916 1705150000,massiv got even bigger,4,0.0,0
11834,"['price', 'rang', 'massiv', 'due', 'demand']",20140916 1704510000,price rang massiv due demand,5,-0.128,0
11835,"['tech', 'updat', 'list', 'sept', 'pend']",20140916 1704460000,tech updat list sept pend,5,0.0,0
11836,"['list', 'sept', 'pend']",20140916 1704380000,list sept pend,3,0.0,0
11837,['help'],20140916 1704350000,help,1,0.4019,0
11838,"['list', 'sept', 'pend']",20140916 1704090000,list sept pend,3,0.0,0
11839,"['updat', 'list', 'sept', 'pend', 'news']",20140916 1703530000,updat list sept pend news,5,0.0,0
11840,['demand'],20140916 1703380000,demand,1,-0.128,0
11841,"['open', 'offic', 'despit', 'current', 'strategi', 'b']",20140916 1703060000,open offic despit current strategi b,6,0.0,0
11842,"['headlin', 'open', 'offic', 'despit', 'current']",20140916 1703040000,headlin open offic despit current,5,0.0,0
11843,"['open', 'offic', 'despit', 'current', 'strategi', 'b']",20140916 1703030000,open offic despit current strategi b,6,0.0,0
11844,"['open', 'offic']",20140916 1702580000,open offic,2,0.0,0
11845,"['open', 'offic']",20140916 1702530000,open offic,2,0.0,0
11846,"['rais', 'price', 'rang', 'reflect', 'strong', 'demand']",20140916 1702520000,rais price rang reflect strong demand,6,0.4215,1
11847,"['open', 'offic']",20140916 1702150000,open offic,2,0.0,0
11848,"['list', 'sept', 'pend', 'via', 'busi']",20140916 1702100000,list sept pend via busi,5,0.0,0
11849,"['yahoo', 'busi', 'list', 'sept', 'pend']",20140916 1702100000,yahoo busi list sept pend,5,0.0,0
11850,"['ahead', 'china', 'tech', 'take']",20140916 1701380000,ahead china tech take,4,0.0,0
11851,"['sky', 'news', 'busi', 'price', 'rang']",20140916 1701370000,sky news busi price rang,5,0.0,0
11852,"['list', 'sept', 'pend', 'new', 'york']",20140916 1701350000,list sept pend new york,5,0.0,0
11853,"['updat', 'list', 'sept', 'pend']",20140916 1701270000,updat list sept pend,4,0.0,0
11854,"['yahoo', 'list', 'sept', 'pend']",20140916 1701250000,yahoo list sept pend,4,0.0,0
11855,"['list', 'sept', 'pend', 'new', 'york']",20140916 1701230000,list sept pend new york,5,0.0,0
11856,['interest'],20140916 1701020000,interest,1,0.4588,0
11857,"['sourc', 'get', 'set', 'open', 'offic', 'week']",20140916 1701000000,sourc get set open offic week,6,0.0,0
11858,"['newslett', 'china', 'look', 'behind']",20140916 1700440000,newslett china look behind,4,0.0,0
11859,"['open', 'offic', 'news']",20140916 1700320000,open offic news,3,0.0,0
11860,"['small', 'increas', 'price', 'puzzl', 'new', 'york', 'time']",20140916 1700100000,small increas price puzzl new york time,7,0.0,0
11861,"['list', 'sept', 'pend']",20140916 1700100000,list sept pend,3,0.0,0
11862,"['busi', 'economi', 'list', 'sept', 'pend']",20140916 1700060000,busi economi list sept pend,5,0.0,0
11863,"['massiv', 'got', 'even', 'bigger', 'stock', 'tech']",20140916 1659440000,massiv got even bigger stock tech,6,0.0,0
11864,"['list', 'sept', 'pend', 'trade']",20140916 1659400000,list sept pend trade,4,0.0,0
11865,"['updat', 'list', 'sept', 'pend', 'via', 'stock']",20140916 1659370000,updat list sept pend via stock,6,0.0,0
11866,"['updat', 'list', 'sept', 'pend', 'via']",20140916 1659360000,updat list sept pend via,5,0.0,0
11867,"['worri', 'consid', 'versu', 'via']",20140916 1659300000,worri consid versu via,4,0.0,0
11868,"['price', 'rang', 'share']",20140916 1659230000,price rang share,3,0.296,0
11869,"['believ', 'baba', 'stock', 'tripl', 'week']",20140916 1658060000,believ baba stock tripl week,5,0.0,0
11870,"['offic', 'despit', 'current', 'strategi', 'beg']",20140916 1657430000,offic despit current strategi beg,5,0.0,0
11871,"['list', 'sept', 'pend']",20140916 1656460000,list sept pend,3,0.0,0
11872,"['updat', 'list', 'sept', 'pend', 'merger', 'corp']",20140916 1655480000,updat list sept pend merger corp,6,0.0,0
11873,"['list', 'sept', 'pend', 'new', 'york']",20140916 1655460000,list sept pend new york,5,0.0,0
11874,"['list', 'sept', 'pend', 'tech']",20140916 1655450000,list sept pend tech,4,0.0,0
11875,"['list', 'sept', 'pend', 'new', 'york']",20140916 1655360000,list sept pend new york,5,0.0,0
11876,"['tech', 'list', 'sept', 'pend', 'new', 'york', 'group']",20140916 1655350000,tech list sept pend new york group,7,0.0,0
11877,"['list', 'sept', 'pend']",20140916 1655230000,list sept pend,3,0.0,0
11878,"['list', 'sept', 'pend']",20140916 1655140000,list sept pend,3,0.0,0
11879,"['list', 'sept', 'pend', 'new', 'york']",20140916 1655090000,list sept pend new york,5,0.0,0
11880,['get'],20140916 1654580000,get,1,0.0,0
11881,"['new', 'week', 'via']",20140916 1654560000,new week via,3,0.0,0
11882,"['updat', 'list', 'sept', 'pend']",20140916 1654500000,updat list sept pend,4,0.0,0
11883,"['lawsuit', 'updat', 'list', 'sept', 'pend']",20140916 1654490000,lawsuit updat list sept pend,5,-0.2263,0
11884,"['updat', 'list', 'sept', 'pend', 'new', 'york', 'sept']",20140916 1654490000,updat list sept pend new york sept,7,0.0,0
11885,"['list', 'sept', 'pend']",20140916 1653430000,list sept pend,3,0.0,0
11886,"['price', 'rang']",20140916 1652030000,price rang,2,0.0,0
11887,"['list', 'sept', 'pend']",20140916 1651530000,list sept pend,3,0.0,0
11888,"['list', 'sept', 'pend']",20140916 1651240000,list sept pend,3,0.0,0
11889,"['list', 'pend']",20140916 1651240000,list pend,2,0.0,0
11890,"['activ', 'player']",20140916 1650540000,activ player,2,0.0,0
11891,"['list', 'sept', 'pend']",20140916 1650090000,list sept pend,3,0.0,0
11892,"['updat', 'list', 'sept', 'pend', 'new', 'york', 'sept', 'via']",20140916 1649130000,updat list sept pend new york sept via,8,0.0,0
11893,"['price', 'rang', 'share']",20140916 1648510000,price rang share,3,0.296,0
11894,"['hub', 'demand']",20140916 1647570000,hub demand,2,-0.128,0
11895,"['trade', 'account', 'readi']",20140916 1647380000,trade account readi,3,0.0,0
11896,"['list', 'sept', 'pend', 'list']",20140916 1646570000,list sept pend list,4,0.0,0
11897,"['list', 'sept', 'pend', 'new', 'york']",20140916 1646500000,list sept pend new york,5,0.0,0
11898,"['price', 'rang', 'massiv', 'due', 'demand']",20140916 1646420000,price rang massiv due demand,5,-0.128,0
11899,"['bonanza', 'select', 'via']",20140916 1646260000,bonanza select via,3,0.0,0
11900,"['doesnt', 'look', 'expens', 'lane']",20140916 1646080000,doesnt look expens lane,4,0.0,0
11901,"['seven', 'soar', 'benefit', 'us', 'via']",20140916 1645260000,seven soar benefit us via,5,0.4588,1
11902,"['even', 'yet', 'headach', 'free', 'capit']",20140916 1645160000,even yet headach free capit,5,0.5106,0
11903,"['disast', 'say', 'invest', 'u', 'lose', 'buy']",20140916 1644120000,disast say invest u lose buy,6,-0.4019,0
11904,"['secret', 'reason', 'fear', 'splashi', 'site']",20140916 1643520000,secret reason fear splashi site,5,-0.4939,0
11905,"['stir', 'financi', 'world', 'make', 'biggest', 'histori']",20140916 1643460000,stir financi world make biggest histori,6,0.0,0
11906,"['new', 'post', 'price', 'rang', 'strong', 'demand']",20140916 1643330000,new post price rang strong demand,6,0.4215,1
11907,"['avail', 'discuss']",20140916 1643240000,avail discuss,2,0.0,0
11908,"['boost', 'size', 'overwhelm', 'demand', 'size', 'base', 'specif', 'plan', 'demand']",20140916 1642430000,boost size overwhelm demand size base specif plan demand,9,0.0,0
11909,"['huge', 'conundrum']",20140916 1642090000,huge conundrum,2,0.3182,0
11910,"['reminisc', 'debut', 'via']",20140916 1641410000,reminisc debut via,3,0.0,0
11911,"['list', 'sept', 'pend']",20140916 1641150000,list sept pend,3,0.0,0
11912,['biggest'],20140916 1640590000,biggest,1,0.0,0
11913,"['massiv', 'got', 'even', 'bigger']",20140916 1639520000,massiv got even bigger,4,0.0,0
11914,"['son', 'en', 'bours', 'de']",20140916 1639390000,son en bours de,4,0.0,0
11915,['billion'],20140916 1638410000,billion,1,0.0,0
11916,"['set', 'rais', 'rang', 'overwhelm', 'demand']",20140916 1638170000,set rais rang overwhelm demand,5,-0.296,-1
11917,['import'],20140916 1636020000,import,1,0.0,0
11918,"['avalanch', 'giant', 'swamp', 'market', 'flood', 'market']",20140916 1635550000,avalanch giant swamp market flood market,6,0.0,0
11919,"['seven', 'soar', 'gain']",20140916 1635140000,seven soar gain,3,0.5267,0
11920,"['readi', 'stock', 'buy', 'may', 'high']",20140916 1634490000,readi stock buy may high,5,0.0,0
11921,"['news', 'list', 'sept', 'pend']",20140916 1633530000,news list sept pend,4,0.0,0
11922,"['rais', 'giant', 'rais']",20140916 1633180000,rais giant rais,3,0.0,0
11923,"['price', 'rang', 'share', 'via']",20140916 1631520000,price rang share via,4,0.296,0
11924,"['ahead', 'china', 'tech', 'take']",20140916 1631090000,ahead china tech take,4,0.0,0
11925,"['rais', 'price']",20140916 1630150000,rais price,2,0.0,0
11926,"['massiv', 'got', 'even', 'bigger']",20140916 1630080000,massiv got even bigger,4,0.0,0
11927,"['c', 'could', 'boon', 'us']",20140916 1630080000,c could boon us,4,0.0,0
11928,"['look', 'forward', 'initi', 'offer', 'stock', 'bigger', 'rival', 'happi', 'danc']",20140916 1628380000,look forward initi offer stock bigger rival happi danc,9,0.0,0
11929,"['amid', 'fever', 'caution']",20140916 1627410000,amid fever caution,3,0.0,0
11930,"['wed', 'rais']",20140916 1627100000,wed rais,2,0.0,0
11931,['potenti'],20140916 1625490000,potenti,1,0.0,0
11932,"['en', 'lo', 'la', 'en', 'la']",20140916 1625240000,en lo la en la,5,0.0,0
11933,"['list', 'sept', 'pend']",20140916 1625120000,list sept pend,3,0.0,0
11934,"['small', 'hike', 'leav', 'room']",20140916 1625020000,small hike leav room,4,0.0,0
11935,"['secret', 'reason', 'fear', 'splashi', 'via']",20140916 1624390000,secret reason fear splashi via,5,-0.4939,0
11936,"['set', 'rais', 'rang', 'overwhelm', 'demand']",20140916 1622570000,set rais rang overwhelm demand,5,-0.296,-1
11937,"['possibl', 'billion', 'amid', 'demand']",20140916 1622150000,possibl billion amid demand,4,-0.128,0
11938,"['cours', 'ever', 'floatat', 'could', 'rais', 'per', 'share', 'financ', 'china']",20140916 1622050000,cours ever floatat could rais per share financ china,9,0.296,0
11939,"['news', 'rais', 'us']",20140916 1619410000,news rais us,3,0.0,0
11940,"['trade', 'giant', 'goe', 'public', 'interest']",20140916 1619330000,trade giant goe public interest,5,0.4588,0
11941,"['list', 'sept', 'pend', 'li']",20140916 1618110000,list sept pend li,4,0.0,0
11942,"['ahead', 'china', 'tech', 'take', 'initi', 'public', 'offer', 'slate']",20140916 1618040000,ahead china tech take initi public offer slate,8,0.0,0
11943,"['ahead', 'china', 'tech', 'take', 'initi', 'public', 'offer']",20140916 1618030000,ahead china tech take initi public offer,7,0.0,0
11944,"['new', 'video', 'bonanza', 'select']",20140916 1617020000,new video bonanza select,4,0.0,0
11945,"['baba', 'effect', 'suppli', 'stock', 'set', 'swell', 'group', 'chairman', 'jack']",20140916 1616350000,baba effect suppli stock set swell group chairman jack,9,0.0,0
11946,"['target', 'la', 'busi', 'demand', 'stock']",20140916 1616190000,target la busi demand stock,5,-0.128,0
11947,"['worri', 'consid', 'versu']",20140916 1615380000,worri consid versu,3,0.0,0
11948,"['yahoo', 'incom', 'even', 'monkey']",20140916 1615360000,yahoo incom even monkey,4,0.0,0
11949,"['jack', 'rememb', 'name']",20140916 1614090000,jack rememb name,3,0.0,0
11950,"['bonanza', 'select']",20140916 1613550000,bonanza select,2,0.0,0
11951,"['list', 'sept', 'pend']",20140916 1613530000,list sept pend,3,0.0,0
11952,"['analysi', 'buy', 'buy', 'today']",20140916 1613520000,analysi buy buy today,4,0.0,0
11953,"['busi', 'list', 'sept', 'pend']",20140916 1613450000,busi list sept pend,4,0.0,0
11954,"['bonanza', 'select']",20140916 1613440000,bonanza select,2,0.0,0
11955,"['list', 'sept', 'pend']",20140916 1613440000,list sept pend,3,0.0,0
11956,"['trigger', 'via']",20140916 1612570000,trigger via,2,0.0,0
11957,"['price', 'rang', 'strong', 'demand']",20140916 1612480000,price rang strong demand,4,0.4215,1
11958,"['price', 'rang', 'strong', 'demand']",20140916 1612450000,price rang strong demand,4,0.4215,1
11959,"['price', 'rang', 'strong', 'demand']",20140916 1612370000,price rang strong demand,4,0.4215,1
11960,"['price', 'rang', 'strong', 'demand']",20140916 1612270000,price rang strong demand,4,0.4215,1
11961,"['price', 'rang', 'strong', 'demand']",20140916 1612270000,price rang strong demand,4,0.4215,1
11962,"['price', 'rang', 'strong', 'demand']",20140916 1612260000,price rang strong demand,4,0.4215,1
11963,"['price', 'rang', 'strong', 'demand']",20140916 1612260000,price rang strong demand,4,0.4215,1
11964,"['price', 'rang', 'strong', 'demand']",20140916 1612250000,price rang strong demand,4,0.4215,1
11965,"['price', 'rang', 'strong', 'demand']",20140916 1612210000,price rang strong demand,4,0.4215,1
11966,"['price', 'rang', 'strong', 'demand']",20140916 1612120000,price rang strong demand,4,0.4215,1
11967,"['price', 'rang', 'strong', 'demand']",20140916 1612090000,price rang strong demand,4,0.4215,1
11968,"['price', 'rang', 'strong', 'demand']",20140916 1612090000,price rang strong demand,4,0.4215,1
11969,"['price', 'rang', 'strong', 'demand']",20140916 1612090000,price rang strong demand,4,0.4215,1
11970,"['price', 'rang', 'strong', 'demand']",20140916 1612070000,price rang strong demand,4,0.4215,1
11971,"['use', 'make', 'brightli', 'color', 'pant', 'understand', 'compani', 'behind', 'biggest', 'ever']",20140916 1611090000,use make brightli color pant understand compani behind biggest ever,10,0.0,0
11972,"['top', 'invest', 'foreign']",20140916 1611010000,top invest foreign,3,0.2023,0
11973,"['hong', 'loss']",20140916 1610340000,hong loss,2,-0.3182,0
11974,"['hong', 'loss']",20140916 1610230000,hong loss,2,-0.3182,0
11975,"['hong', 'loss']",20140916 1610210000,hong loss,2,-0.3182,0
11976,"['hong', 'loss']",20140916 1610210000,hong loss,2,-0.3182,0
11977,"['buy', 'readi', 'rough', 'ride']",20140916 1610130000,buy readi rough ride,4,0.0,0
11978,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11979,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11980,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11981,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11982,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11983,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11984,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
11985,"['buy', 'readi', 'rough', 'ride']",20140916 1610120000,buy readi rough ride,4,0.0,0
